Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 26806ms | tok/sec: 19,558 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 312ms | tok/sec: 1,680,484 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442314 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,516 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971715 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,928 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578765 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,342 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248853 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,125 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998092 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,354 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787090 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,551 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607007 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,941 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455167 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,838 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325400 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,962 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217095 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,608 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120719 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,829 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034836 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,749 | mfu: 38.4% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962643 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,357 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898030 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,574 | mfu: 39.5% | epoch: 1 | remaining: 298s    
step 00149 (15.0%) | loss: 3.468404 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,486 | mfu: 38.6% | epoch: 1 | remaining: 255s    
step 00150 (15.1%) | loss: 3.461220 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,828 | mfu: 39.0% | epoch: 1 | remaining: 254s    
step 00151 (15.2%) | loss: 3.458307 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,239 | mfu: 39.2% | epoch: 1 | remaining: 254s    
step 00152 (15.3%) | loss: 3.454077 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,784 | mfu: 38.9% | epoch: 1 | remaining: 254s    
step 00153 (15.4%) | loss: 3.451472 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,415 | mfu: 38.7% | epoch: 1 | remaining: 253s    
step 00154 (15.5%) | loss: 3.450422 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,552 | mfu: 39.2% | epoch: 1 | remaining: 253s    
step 00155 (15.6%) | loss: 3.444810 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,116 | mfu: 38.9% | epoch: 1 | remaining: 253s    
step 00156 (15.7%) | loss: 3.439509 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,124 | mfu: 38.9% | epoch: 1 | remaining: 253s    
step 00157 (15.8%) | loss: 3.437154 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,697 | mfu: 38.8% | epoch: 1 | remaining: 252s    
step 00158 (15.9%) | loss: 3.434431 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,895 | mfu: 38.9% | epoch: 1 | remaining: 252s    
step 00159 (16.0%) | loss: 3.429256 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,086 | mfu: 38.7% | epoch: 1 | remaining: 252s    
step 00160 (16.2%) | loss: 3.422166 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,282 | mfu: 38.8% | epoch: 1 | remaining: 251s    
step 00161 (16.3%) | loss: 3.417208 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,327 | mfu: 39.0% | epoch: 1 | remaining: 251s    
step 00162 (16.4%) | loss: 3.412825 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,713 | mfu: 38.8% | epoch: 1 | remaining: 251s    
step 00163 (16.5%) | loss: 3.407931 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,922 | mfu: 38.6% | epoch: 1 | remaining: 250s    
step 00164 (16.6%) | loss: 3.406319 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,550 | mfu: 38.9% | epoch: 1 | remaining: 250s    
step 00165 (16.7%) | loss: 3.400983 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,197 | mfu: 39.2% | epoch: 1 | remaining: 250s    
step 00166 (16.8%) | loss: 3.398038 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,927 | mfu: 38.7% | epoch: 1 | remaining: 249s    
step 00167 (16.9%) | loss: 3.395618 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,656 | mfu: 38.8% | epoch: 1 | remaining: 249s    
step 00168 (17.0%) | loss: 3.395122 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,651 | mfu: 38.8% | epoch: 1 | remaining: 249s    
step 00169 (17.1%) | loss: 3.398831 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,954 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00170 (17.2%) | loss: 3.400052 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,257 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00171 (17.4%) | loss: 3.394326 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,940 | mfu: 39.1% | epoch: 1 | remaining: 248s    
step 00172 (17.5%) | loss: 3.395344 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,365 | mfu: 39.0% | epoch: 1 | remaining: 247s    
step 00173 (17.6%) | loss: 3.393494 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,037 | mfu: 38.6% | epoch: 1 | remaining: 247s    
step 00174 (17.7%) | loss: 3.389196 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,102 | mfu: 39.0% | epoch: 1 | remaining: 247s    
step 00175 (17.8%) | loss: 3.381257 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,856 | mfu: 38.9% | epoch: 1 | remaining: 246s    
step 00176 (17.9%) | loss: 3.384930 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,043 | mfu: 38.6% | epoch: 1 | remaining: 246s    
step 00177 (18.0%) | loss: 3.375204 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,555 | mfu: 39.5% | epoch: 1 | remaining: 246s    
step 00178 (18.1%) | loss: 3.373104 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,570 | mfu: 39.2% | epoch: 1 | remaining: 245s    
step 00179 (18.2%) | loss: 3.370605 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,549 | mfu: 38.7% | epoch: 1 | remaining: 245s    
step 00180 (18.3%) | loss: 3.362080 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,949 | mfu: 38.9% | epoch: 1 | remaining: 245s    
step 00181 (18.4%) | loss: 3.357937 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,870 | mfu: 39.1% | epoch: 1 | remaining: 244s    
step 00182 (18.5%) | loss: 3.358124 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,761 | mfu: 38.7% | epoch: 1 | remaining: 244s    
step 00183 (18.7%) | loss: 3.357051 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,090 | mfu: 38.8% | epoch: 1 | remaining: 244s    
step 00184 (18.8%) | loss: 3.349053 | lrm: 1.00 | dt: 361ms | tok/sec: 1,452,370 | mfu: 35.1% | epoch: 1 | remaining: 243s    
step 00185 (18.9%) | loss: 3.350530 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,824 | mfu: 39.4% | epoch: 1 | remaining: 243s    
step 00186 (19.0%) | loss: 3.347767 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,148 | mfu: 39.1% | epoch: 1 | remaining: 243s    
step 00187 (19.1%) | loss: 3.342512 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,335 | mfu: 37.6% | epoch: 1 | remaining: 242s    
step 00188 (19.2%) | loss: 3.336723 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,409 | mfu: 39.2% | epoch: 1 | remaining: 242s    
step 00189 (19.3%) | loss: 3.341796 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,851 | mfu: 39.0% | epoch: 1 | remaining: 242s    
step 00190 (19.4%) | loss: 3.342578 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,334 | mfu: 38.2% | epoch: 1 | remaining: 241s    
step 00191 (19.5%) | loss: 3.342366 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,468 | mfu: 39.1% | epoch: 1 | remaining: 241s    
step 00192 (19.6%) | loss: 3.340208 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,813 | mfu: 39.4% | epoch: 1 | remaining: 241s    
step 00193 (19.8%) | loss: 3.339521 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,733 | mfu: 38.8% | epoch: 1 | remaining: 240s    
step 00194 (19.9%) | loss: 3.332605 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,833 | mfu: 39.1% | epoch: 1 | remaining: 240s    
step 00195 (20.0%) | loss: 3.331965 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,198 | mfu: 38.9% | epoch: 1 | remaining: 240s    
step 00196 (20.1%) | loss: 3.331822 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,868 | mfu: 38.7% | epoch: 1 | remaining: 239s    
step 00197 (20.2%) | loss: 3.329373 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,380 | mfu: 38.7% | epoch: 1 | remaining: 239s    
step 00198 (20.3%) | loss: 3.318934 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,140 | mfu: 39.0% | epoch: 1 | remaining: 239s    
step 00199 (20.4%) | loss: 3.316191 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,304 | mfu: 39.0% | epoch: 1 | remaining: 238s    
step 00200 (20.5%) | loss: 3.314540 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,562 | mfu: 39.1% | epoch: 1 | remaining: 238s    
step 00201 (20.6%) | loss: 3.313293 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,835 | mfu: 38.7% | epoch: 1 | remaining: 238s    
step 00202 (20.7%) | loss: 3.314200 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,269 | mfu: 38.8% | epoch: 1 | remaining: 237s    
step 00203 (20.8%) | loss: 3.312036 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,473 | mfu: 38.7% | epoch: 1 | remaining: 237s    
step 00204 (21.0%) | loss: 3.308762 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,261 | mfu: 38.8% | epoch: 1 | remaining: 237s    
step 00205 (21.1%) | loss: 3.298749 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,526 | mfu: 39.0% | epoch: 1 | remaining: 236s    
step 00206 (21.2%) | loss: 3.296815 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,940 | mfu: 39.3% | epoch: 1 | remaining: 236s    
step 00207 (21.3%) | loss: 3.294390 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,521 | mfu: 38.9% | epoch: 1 | remaining: 236s    
step 00208 (21.4%) | loss: 3.293898 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,954 | mfu: 38.7% | epoch: 1 | remaining: 236s    
step 00209 (21.5%) | loss: 3.290403 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,962 | mfu: 39.3% | epoch: 1 | remaining: 235s    
step 00210 (21.6%) | loss: 3.285149 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,198 | mfu: 39.2% | epoch: 1 | remaining: 235s    
step 00211 (21.7%) | loss: 3.290709 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,489 | mfu: 38.8% | epoch: 1 | remaining: 235s    
step 00212 (21.8%) | loss: 3.285499 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,083 | mfu: 38.7% | epoch: 1 | remaining: 234s    
step 00213 (21.9%) | loss: 3.280900 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,009 | mfu: 39.1% | epoch: 1 | remaining: 234s    
step 00214 (22.0%) | loss: 3.278871 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,513 | mfu: 39.2% | epoch: 1 | remaining: 234s    
step 00215 (22.1%) | loss: 3.276932 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,455 | mfu: 38.5% | epoch: 1 | remaining: 233s    
step 00216 (22.3%) | loss: 3.278095 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,178 | mfu: 38.8% | epoch: 1 | remaining: 233s    
step 00217 (22.4%) | loss: 3.278616 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,743 | mfu: 39.2% | epoch: 1 | remaining: 233s    
step 00218 (22.5%) | loss: 3.276719 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,180 | mfu: 38.9% | epoch: 1 | remaining: 232s    
step 00219 (22.6%) | loss: 3.276221 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,900 | mfu: 38.8% | epoch: 1 | remaining: 232s    
step 00220 (22.7%) | loss: 3.279069 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,791 | mfu: 39.0% | epoch: 1 | remaining: 232s    
step 00221 (22.8%) | loss: 3.282356 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,445 | mfu: 39.0% | epoch: 1 | remaining: 231s    
step 00222 (22.9%) | loss: 3.279087 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,627 | mfu: 38.9% | epoch: 1 | remaining: 231s    
step 00223 (23.0%) | loss: 3.279858 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,718 | mfu: 38.6% | epoch: 1 | remaining: 231s    
step 00224 (23.1%) | loss: 3.278925 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,512 | mfu: 39.0% | epoch: 1 | remaining: 230s    
step 00225 (23.2%) | loss: 3.279013 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,477 | mfu: 38.5% | epoch: 1 | remaining: 230s    
step 00226 (23.3%) | loss: 3.281197 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,294 | mfu: 38.8% | epoch: 1 | remaining: 230s    
step 00227 (23.4%) | loss: 3.279928 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,208 | mfu: 38.8% | epoch: 1 | remaining: 229s    
step 00228 (23.6%) | loss: 3.277765 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,212 | mfu: 39.1% | epoch: 1 | remaining: 229s    
step 00229 (23.7%) | loss: 3.275225 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,180 | mfu: 38.6% | epoch: 1 | remaining: 229s    
step 00230 (23.8%) | loss: 3.276664 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,173 | mfu: 38.7% | epoch: 1 | remaining: 228s    
step 00231 (23.9%) | loss: 3.277163 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,992 | mfu: 38.9% | epoch: 1 | remaining: 228s    
step 00232 (24.0%) | loss: 3.274431 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,143 | mfu: 38.7% | epoch: 1 | remaining: 228s    
step 00233 (24.1%) | loss: 3.271677 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,127 | mfu: 38.6% | epoch: 1 | remaining: 227s    
step 00234 (24.2%) | loss: 3.269836 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,578 | mfu: 39.2% | epoch: 1 | remaining: 227s    
step 00235 (24.3%) | loss: 3.266445 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,754 | mfu: 38.6% | epoch: 1 | remaining: 227s    
step 00236 (24.4%) | loss: 3.263051 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,071 | mfu: 38.8% | epoch: 1 | remaining: 226s    
step 00237 (24.5%) | loss: 3.257350 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,213 | mfu: 38.7% | epoch: 1 | remaining: 226s    
step 00238 (24.6%) | loss: 3.259204 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,723 | mfu: 38.8% | epoch: 1 | remaining: 226s    
step 00239 (24.8%) | loss: 3.257009 | lrm: 1.00 | dt: 343ms | tok/sec: 1,529,435 | mfu: 37.0% | epoch: 1 | remaining: 225s    
step 00240 (24.9%) | loss: 3.252215 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,444 | mfu: 38.6% | epoch: 1 | remaining: 225s    
step 00241 (25.0%) | loss: 3.252524 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,927 | mfu: 38.9% | epoch: 1 | remaining: 225s    
step 00242 (25.1%) | loss: 3.254545 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,747 | mfu: 38.5% | epoch: 1 | remaining: 224s    
step 00243 (25.2%) | loss: 3.254860 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,526 | mfu: 39.3% | epoch: 1 | remaining: 224s    
step 00244 (25.3%) | loss: 3.254709 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,890 | mfu: 38.4% | epoch: 1 | remaining: 224s    
step 00245 (25.4%) | loss: 3.247526 | lrm: 1.00 | dt: 330ms | tok/sec: 1,591,088 | mfu: 38.4% | epoch: 1 | remaining: 223s    
step 00246 (25.5%) | loss: 3.243480 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,723 | mfu: 39.0% | epoch: 1 | remaining: 223s    
step 00247 (25.6%) | loss: 3.235462 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,646 | mfu: 38.7% | epoch: 1 | remaining: 223s    
step 00248 (25.7%) | loss: 3.237298 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,452 | mfu: 38.9% | epoch: 1 | remaining: 222s    
step 00249 (25.8%) | loss: 3.238293 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,221 | mfu: 39.3% | epoch: 1 | remaining: 222s    
step 00250 (26.0%) | loss: 3.238861 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,121 | mfu: 38.4% | epoch: 1 | remaining: 222s    
step 00251 (26.1%) | loss: 3.241157 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,758 | mfu: 38.8% | epoch: 1 | remaining: 221s    
step 00252 (26.2%) | loss: 3.242403 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,596 | mfu: 39.1% | epoch: 1 | remaining: 221s    
step 00253 (26.3%) | loss: 3.245067 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,654 | mfu: 38.4% | epoch: 1 | remaining: 221s    
step 00254 (26.4%) | loss: 3.248662 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,987 | mfu: 38.7% | epoch: 1 | remaining: 220s    
step 00255 (26.5%) | loss: 3.247597 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,978 | mfu: 38.9% | epoch: 1 | remaining: 220s    
step 00256 (26.6%) | loss: 3.242065 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,171 | mfu: 38.6% | epoch: 1 | remaining: 220s    
step 00257 (26.7%) | loss: 3.242243 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,084 | mfu: 38.9% | epoch: 1 | remaining: 220s    
step 00258 (26.8%) | loss: 3.235008 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,863 | mfu: 38.9% | epoch: 1 | remaining: 219s    
step 00259 (26.9%) | loss: 3.234329 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,788 | mfu: 38.9% | epoch: 1 | remaining: 219s    
step 00260 (27.0%) | loss: 3.232530 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,852 | mfu: 38.7% | epoch: 1 | remaining: 219s    
step 00261 (27.2%) | loss: 3.229631 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,219 | mfu: 39.3% | epoch: 1 | remaining: 218s    
step 00262 (27.3%) | loss: 3.229971 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,466 | mfu: 39.1% | epoch: 1 | remaining: 218s    
step 00263 (27.4%) | loss: 3.228763 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,913 | mfu: 38.7% | epoch: 1 | remaining: 218s    
step 00264 (27.5%) | loss: 3.229144 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,095 | mfu: 39.3% | epoch: 1 | remaining: 217s    
step 00265 (27.6%) | loss: 3.227525 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,115 | mfu: 38.8% | epoch: 1 | remaining: 217s    
step 00266 (27.7%) | loss: 3.222724 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,937 | mfu: 38.6% | epoch: 1 | remaining: 217s    
step 00267 (27.8%) | loss: 3.219705 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,451 | mfu: 38.8% | epoch: 1 | remaining: 216s    
step 00268 (27.9%) | loss: 3.220034 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,229 | mfu: 39.2% | epoch: 1 | remaining: 216s    
step 00269 (28.0%) | loss: 3.216474 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,753 | mfu: 39.0% | epoch: 1 | remaining: 216s    
step 00270 (28.1%) | loss: 3.217288 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,644 | mfu: 38.6% | epoch: 1 | remaining: 215s    
step 00271 (28.2%) | loss: 3.218034 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,627 | mfu: 38.9% | epoch: 1 | remaining: 215s    
step 00272 (28.3%) | loss: 3.218838 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,920 | mfu: 38.9% | epoch: 1 | remaining: 215s    
step 00273 (28.5%) | loss: 3.214442 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,587 | mfu: 38.6% | epoch: 1 | remaining: 214s    
step 00274 (28.6%) | loss: 3.212777 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,617 | mfu: 39.0% | epoch: 1 | remaining: 214s    
step 00275 (28.7%) | loss: 3.207894 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,015 | mfu: 38.9% | epoch: 1 | remaining: 214s    
step 00276 (28.8%) | loss: 3.212663 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,350 | mfu: 38.5% | epoch: 1 | remaining: 213s    
step 00277 (28.9%) | loss: 3.210465 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,045 | mfu: 39.1% | epoch: 1 | remaining: 213s    
step 00278 (29.0%) | loss: 3.207256 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,482 | mfu: 39.2% | epoch: 1 | remaining: 213s    
step 00279 (29.1%) | loss: 3.209148 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,903 | mfu: 39.1% | epoch: 1 | remaining: 212s    
step 00280 (29.2%) | loss: 3.208406 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,366 | mfu: 39.0% | epoch: 1 | remaining: 212s    
step 00281 (29.3%) | loss: 3.209262 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,551 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00282 (29.4%) | loss: 3.207808 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,997 | mfu: 39.0% | epoch: 1 | remaining: 211s    
step 00283 (29.5%) | loss: 3.208836 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,513 | mfu: 38.6% | epoch: 1 | remaining: 211s    
step 00284 (29.6%) | loss: 3.205275 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,514 | mfu: 38.6% | epoch: 1 | remaining: 211s    
step 00285 (29.8%) | loss: 3.203447 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,824 | mfu: 39.1% | epoch: 1 | remaining: 210s    
step 00286 (29.9%) | loss: 3.203470 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,172 | mfu: 39.2% | epoch: 1 | remaining: 210s    
step 00287 (30.0%) | loss: 3.202403 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,926 | mfu: 38.7% | epoch: 1 | remaining: 210s    
step 00288 (30.1%) | loss: 3.206344 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,857 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00289 (30.2%) | loss: 3.203191 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,040 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00290 (30.3%) | loss: 3.201061 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,514 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00291 (30.4%) | loss: 3.199524 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,293 | mfu: 38.5% | epoch: 1 | remaining: 208s    
step 00292 (30.5%) | loss: 3.198355 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,060 | mfu: 39.1% | epoch: 1 | remaining: 208s    
step 00293 (30.6%) | loss: 3.196216 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,950 | mfu: 39.1% | epoch: 1 | remaining: 208s    
step 00294 (30.7%) | loss: 3.194911 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,217 | mfu: 38.9% | epoch: 1 | remaining: 207s    
step 00295 (30.8%) | loss: 3.198572 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,358 | mfu: 38.6% | epoch: 1 | remaining: 207s    
step 00296 (31.0%) | loss: 3.199710 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,063 | mfu: 37.4% | epoch: 1 | remaining: 207s    
step 00297 (31.1%) | loss: 3.204163 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,847 | mfu: 39.3% | epoch: 1 | remaining: 206s    
step 00298 (31.2%) | loss: 3.199748 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,464 | mfu: 39.0% | epoch: 1 | remaining: 206s    
step 00299 (31.3%) | loss: 3.190376 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,562 | mfu: 38.5% | epoch: 1 | remaining: 206s    
step 00300 (31.4%) | loss: 3.189445 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,280 | mfu: 38.3% | epoch: 1 | remaining: 206s    
